tchr,g,uid,pr_raw,pr_prcnt,(1.MD.UR_L)r,(2.MD.UR.pr)r,(3.MD.UR.pr) r   ,(5.MS.UR.pr)r,(6.MS.UR.pr)r,(7.MS.UR.pr)r,(10.MD.NUR.pr)r,(11.MD.NUR.pr)r ,(12.MD.NUR_L)r ,(14.MS.NUR.pr)r   ,(15.MS.NUR.pr)r   ,(16.MS.NUR_L)r  ,(19.ND.NUR.pr)r   ,(20.ND.NUR.pr)r  ,(21.ND.NUR_L)r   ,(25.NS.NUR.pr)r   ,(26.NS.NUR.pr)r   ,(27.NS.NUR.pr)r  ,(32.MT.UR.pr)r   ,(33.MT.UR.pr)r  ,(34.MT.UR_L)r  ,(38.MT.NUR.pr)r ,(39.MT.NUR.pr)r  ,(40.MT.NUR_L)r 
Ms. Trombino,6,8816,23,95.80%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Ms. Trombino,6,8817,11,45.80%,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
Ms. Trombino,6,8818,21,87.50%,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Ms. Trombino,6,8819,21,87.50%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
Ms. Trombino,6,8820,15,62.50%,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0
Ms. Trombino,6,8821,23,95.80%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Ms. Trombino,6,8822,15,62.50%,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
Ms. Trombino,6,8823,16,66.70%,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0
Ms. Trombino,6,8824,14,58.30%,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0
Ms. Trombino,6,8825,14,58.30%,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0
Ms. Trombino,6,8826,12,50.00%,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1
Ms. Novack,6,8827,19,79.20%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0
Ms. Novack,6,8828,2,8.30%,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Clayton,6,8830,13,54.20%,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0
Ms. Novack,2,8831,23,95.80%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ms. Novack,6,8835,15,62.50%,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Mr. Wierzbinski,5,8847,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Fox,6,8913,19,79.20%,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1
Ms. Trombino,6,8914,6,25.00%,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ms. Trombino,6,8915,9,37.50%,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ms. Trombino,6,8916,14,58.30%,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1
Ms. Trombino,6,8917,13,54.20%,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Ms. Trombino,6,8918,20,83.30%,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0
Ms. Trombino,6,8919,19,79.20%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0
Ms. Trombino,6,8920,18,75.00%,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0
Ms. Trombino,6,8921,15,62.50%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Ms. Trombino,6,8922,18,75.00%,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0
Ms. Trombino,6,8923,21,87.50%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Ms. Trombino,6,8924,15,62.50%,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1
Ms. Trombino,6,8925,22,91.70%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Ms. Trombino,8,8926,22,91.70%,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Ms. Trombino,6,8927,12,50.00%,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
Ms. Trombino,6,8928,9,37.50%,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
Ms. Trombino,6,8929,16,66.70%,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0
Ms. Trombino,6,8930,14,58.30%,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0
Ms. Trombino,6,8931,21,87.50%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
Ms. Trombino,6,8932,11,45.80%,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
Ms. Trombino,6,8933,3,12.50%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Trombino,6,8934,11,45.80%,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
Ms. Trombino,6,8935,5,20.80%,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Trombino,6,8936,3,12.50%,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Pearson,8,8968,16,66.70%,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0
Ms. Pearson,8,8970,12,50.00%,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1
Ms. Pearson,8,8972,9,37.50%,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Ms. Pearson,8,8980,12,50.00%,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0
Ms. Pearson,8,8982,23,95.80%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Ms. Fox,6,9012,19,79.20%,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
Ms. Fox,6,9014,19,79.20%,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
Ms. Pearson,7,9016,17,70.80%,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0
Ms. Pearson,7,9026,24,100.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ms. Pearson,7,9034,8,33.30%,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Ms. Pearson,7,9036,1,4.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Pearson,7,9038,6,25.00%,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Ms. Fox,7,9040,10,41.70%,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Ms. Pearson,8,9046,12,50.00%,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0
Ms. Pearson,8,9050,20,83.30%,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
Ms. Pearson,8,9052,21,87.50%,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1
Ms. Pearson,8,9060,18,75.00%,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0
Ms. Cabezas and Ms. James,6,9066,17,70.80%,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0
Ms. Cabezas and Ms. James,6,9068,13,54.20%,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
Ms. Cabezas and Ms. James,6,9070,9,37.50%,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9072,4,16.70%,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9076,4,16.70%,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9078,1,4.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9080,3,12.50%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9082,1,4.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9084,11,45.80%,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
Mr. Allen,7,9086,21,87.50%,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0
Mr. Allen,7,9088,23,95.80%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Mr. Allen,7,9090,23,95.80%,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mr. Allen,7,9092,22,91.70%,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
Mr. Allen,7,9094,17,70.80%,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0
Mr. Allen,7,9096,24,100.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mr. Allen,7,9100,14,58.30%,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1
Ms. Cabezas and Ms. James,6,9102,1,4.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9104,11,45.80%,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0
Ms. Cabezas and Ms. James,6,9118,18,75.00%,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
Ms. Pearson,8,9126,3,12.50%,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Pearson,8,9128,7,29.20%,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ms. Pearson,8,9138,21,87.50%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
Ms. Pearson,8,9144,23,95.80%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Ms. Pearson,8,9148,8,33.30%,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Ms. Pearson,8,9156,6,25.00%,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9172,1,4.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9176,9,37.50%,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9178,18,75.00%,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
Ms. Cabezas and Ms. James,6,9180,1,4.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9182,6,25.00%,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9188,13,54.20%,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9194,4,16.70%,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9196,23,95.80%,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ms. Cabezas and Ms. James,6,9198,3,12.50%,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9200,17,70.80%,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0
Ms. Cabezas and Ms. James,6,9202,15,62.50%,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0
Ms. Cabezas and Ms. James,6,9208,3,12.50%,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9210,10,41.70%,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Ms. Cabezas and Ms. James,6,9212,3,12.50%,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9214,2,8.30%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9216,16,66.70%,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
Ms. Cabezas and Ms. James,6,9218,16,66.70%,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0
Ms. Cabezas and Ms. James,6,9222,4,16.70%,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9224,18,75.00%,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0
Ms. Pearson,8,9230,20,83.30%,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
Ms. Fox,7,9232,23,95.80%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Ms. Pearson,7,9238,1,4.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9298,6,25.00%,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9300,9,37.50%,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
Ms. Cabezas and Ms. James,6,9302,6,25.00%,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9304,21,87.50%,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0
Ms. Cabezas and Ms. James,6,9306,5,20.80%,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9308,6,25.00%,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Ms. Cabezas and Ms. James,6,9310,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9322,1,4.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9324,2,8.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ms. Cabezas and Ms. James,6,9326,2,8.30%,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9328,2,8.30%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9330,1,4.20%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9334,4,16.70%,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9336,8,33.30%,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
Ms. Cabezas and Ms. James,6,9338,2,8.30%,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,9340,1,4.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Pearson,7,9356,24,100.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ms. Cabezas and Ms. James,6,9358,8,33.30%,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Ms. Pearson,8,9384,24,100.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ms. Pearson,4,9388,5,20.80%,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ms. Jander,3,25061,5,20.80%,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Novack,7,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Pearson,8,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
Ms. Cabezas and Ms. James,6,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ms. Cabezas and Ms. James,6,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,,,,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
Ms. Cabezas and Ms. James,6,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Wierzbinski,5,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
Ms. Giddens,8,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mr. Huddell,4,,,,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Huddell,4,,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Huddell,4,,,,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
Mr. Huddell,4,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Huddell,4,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mr. Huddell,4,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Mr. Huddell,4,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Mr. Huddell,4,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mr. Huddell,4,,,,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Huddell,4,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
Ms. Giddens,8,,,,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0
Ms. Novack,7,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ms. Trombino,6,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0